,id,_label,name,code,lineNumber,controlStructureType,ALPHA,node_label,node_content
155,16_157,CALL,cpu_x86_fill_model_id,cpu_x86_fill_model_id(x86_cpu_def->model_id),16_____25.0,,ADD,CALL_25.0: cpu_x86_fill_model_id(x86_cpu_def->model_id),funcCall cpu_x86_fill_model_id 
156,16_158,CALL,<operator>.indirectFieldAccess,x86_cpu_def->model_id,16_____25.0,,ADD,CALL_25.0: x86_cpu_def->model_id,indirectFieldAccess 
157,16_159,IDENTIFIER,x86_cpu_def,x86_cpu_def,16_____25.0,,ADD,IDENTIFIER_25.0: x86_cpu_def,variable x86_cpu_def 
158,16_160,FIELD_IDENTIFIER,,model_id,16_____25.0,,ADD,FIELD_IDENTIFIER_25.0: model_id,variable  
159,16_161,CALL,<operator>.assignment,x86_cpu_def->vendor_override = 0,16_____26.0,,ADD,CALL_26.0: x86_cpu_def->vendor_override = 0,assignment 
160,16_162,CALL,<operator>.indirectFieldAccess,x86_cpu_def->vendor_override,16_____26.0,,ADD,CALL_26.0: x86_cpu_def->vendor_override,indirectFieldAccess 
161,16_163,IDENTIFIER,x86_cpu_def,x86_cpu_def,16_____26.0,,ADD,IDENTIFIER_26.0: x86_cpu_def,variable x86_cpu_def 
162,16_164,FIELD_IDENTIFIER,,vendor_override,16_____26.0,,ADD,FIELD_IDENTIFIER_26.0: vendor_override,variable  
163,16_165,LITERAL,,0,16_____26.0,,ADD,LITERAL_26.0: 0,literal  
164,16_166,RETURN,,return 0;,16_____28.0,,ADD,RETURN_28.0: return 0;,return return 0  
165,16_167,LITERAL,,0,16_____28.0,,ADD,LITERAL_28.0: 0,literal  
166,16_168,METHOD_RETURN,,int,16_____1.0,,ADD,METHOD_RETURN_1.0: int,return int 
229,16_234,METHOD_PARAMETER_OUT,x86_cpu_def,x86_def_t *x86_cpu_def,16_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: x86_def_t *x86_cpu_def,variable x86_cpu_def 
2,17_4,TYPE_DECL,<global>,<global>,17_____1.0,,ADD,TYPE_DECL_1.0: <global>,type <global> 
3,17_5,METHOD,<global>,<global>,17_____1.0,,ADD,METHOD_1.0: <global>,
5,17_7,METHOD,unavailable_host_feature,"int unavailable_host_feature (struct model_features_t *f,uint32_t mask)",17_____1.0,,ADD,"METHOD_1.0: int unavailable_host_feature (struct model_features_t *f,uint32_t mask)",methodDecl unavailable_host_feature 
6,17_8,METHOD_PARAMETER_IN,f,struct model_features_t *f,17_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: struct model_features_t *f,variable f 
7,17_9,METHOD_PARAMETER_IN,mask,uint32_t mask,17_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: uint32_t mask,variable mask 
9,17_11,LOCAL,i,int i,17_____3.0,,ADD,LOCAL_3.0: int i,variable i 
10,17_12,CONTROL_STRUCTURE,,for (i = 0;i < 32;++i),17_____5.0,FOR,ADD,CONTROL_STRUCTURE_5.0: for (i = 0;i < 32;++i),forStmt 
12,17_14,CALL,<operator>.assignment,i = 0,17_____5.0,,ADD,CALL_5.0: i = 0,assignment 
13,17_15,IDENTIFIER,i,i,17_____5.0,,ADD,IDENTIFIER_5.0: i,variable i 
14,17_16,LITERAL,,0,17_____5.0,,ADD,LITERAL_5.0: 0,literal  
15,17_17,CALL,<operator>.lessThan,i < 32,17_____5.0,,ADD,CALL_5.0: i < 32,lessThan 
16,17_18,IDENTIFIER,i,i,17_____5.0,,ADD,IDENTIFIER_5.0: i,variable i 
17,17_19,LITERAL,,32,17_____5.0,,ADD,LITERAL_5.0: 32,literal  
18,17_20,CALL,<operator>.preIncrement,++i,17_____5.0,,ADD,CALL_5.0: ++i,preIncrement 
19,17_21,IDENTIFIER,i,i,17_____5.0,,ADD,IDENTIFIER_5.0: i,variable i 
20,17_22,CONTROL_STRUCTURE,,if (1 << i & mask),17_____6.0,IF,ADD,CONTROL_STRUCTURE_6.0: if (1 << i & mask),ifStmt 
21,17_23,CALL,<operator>.and,1 << i & mask,17_____6.0,,ADD,CALL_6.0: 1 << i & mask,and 
22,17_24,CALL,<operator>.shiftLeft,1 << i,17_____6.0,,ADD,CALL_6.0: 1 << i,shiftLeft 
23,17_25,LITERAL,,1,17_____6.0,,ADD,LITERAL_6.0: 1,literal  
24,17_26,IDENTIFIER,i,i,17_____6.0,,ADD,IDENTIFIER_6.0: i,variable i 
25,17_27,IDENTIFIER,mask,mask,17_____6.0,,ADD,IDENTIFIER_6.0: mask,variable mask 
27,17_29,CALL,fprintf,"fprintf(stderr, ""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n"",
                f->cpuid >> 16, f->cpuid & 0xffff,
                f->flag_names[i] ? f->flag_names[i] : ""[reserved]"", mask)",17_____7.0,,ADD,"CALL_7.0: fprintf(stderr, ""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n"",
                f->cpuid >> 16, f->cpuid & 0xffff,
                f->flag_names[i] ? f->flag_names[i] : ""[reserved]"", mask)",funcCall fprintf 
28,17_30,IDENTIFIER,stderr,stderr,17_____7.0,,ADD,IDENTIFIER_7.0: stderr,variable stderr 
29,17_31,LITERAL,,"""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n""",17_____7.0,,ADD,"LITERAL_7.0: ""warning: host cpuid %04x_%04x lacks requested""
                "" flag '%s' [0x%08x]\n""",literal  
30,17_32,CALL,<operator>.arithmeticShiftRight,f->cpuid >> 16,17_____9.0,,ADD,CALL_9.0: f->cpuid >> 16,arithmeticShiftRight 
31,17_33,CALL,<operator>.indirectFieldAccess,f->cpuid,17_____9.0,,ADD,CALL_9.0: f->cpuid,indirectFieldAccess 
32,17_34,IDENTIFIER,f,f,17_____9.0,,ADD,IDENTIFIER_9.0: f,variable f 
33,17_35,FIELD_IDENTIFIER,,cpuid,17_____9.0,,ADD,FIELD_IDENTIFIER_9.0: cpuid,variable  
34,17_36,LITERAL,,16,17_____9.0,,ADD,LITERAL_9.0: 16,literal  
35,17_37,CALL,<operator>.and,f->cpuid & 0xffff,17_____9.0,,ADD,CALL_9.0: f->cpuid & 0xffff,and 
36,17_38,CALL,<operator>.indirectFieldAccess,f->cpuid,17_____9.0,,ADD,CALL_9.0: f->cpuid,indirectFieldAccess 
37,17_39,IDENTIFIER,f,f,17_____9.0,,ADD,IDENTIFIER_9.0: f,variable f 
38,17_40,FIELD_IDENTIFIER,,cpuid,17_____9.0,,ADD,FIELD_IDENTIFIER_9.0: cpuid,variable  
39,17_41,LITERAL,,0xffff,17_____9.0,,ADD,LITERAL_9.0: 0xffff,literal  
40,17_42,CALL,<operator>.conditional,"f->flag_names[i] ? f->flag_names[i] : ""[reserved]""",17_____10.0,,ADD,"CALL_10.0: f->flag_names[i] ? f->flag_names[i] : ""[reserved]""",conditional 
41,17_43,CALL,<operator>.indirectIndexAccess,f->flag_names[i],17_____10.0,,ADD,CALL_10.0: f->flag_names[i],indirectIndexAccess 
42,17_44,CALL,<operator>.indirectFieldAccess,f->flag_names,17_____10.0,,ADD,CALL_10.0: f->flag_names,indirectFieldAccess 
43,17_45,IDENTIFIER,f,f,17_____10.0,,ADD,IDENTIFIER_10.0: f,variable f 
44,17_46,FIELD_IDENTIFIER,,flag_names,17_____10.0,,ADD,FIELD_IDENTIFIER_10.0: flag_names,variable  
45,17_47,IDENTIFIER,i,i,17_____10.0,,ADD,IDENTIFIER_10.0: i,variable i 
46,17_48,CALL,<operator>.indirectIndexAccess,f->flag_names[i],17_____10.0,,ADD,CALL_10.0: f->flag_names[i],indirectIndexAccess 
47,17_49,CALL,<operator>.indirectFieldAccess,f->flag_names,17_____10.0,,ADD,CALL_10.0: f->flag_names,indirectFieldAccess 
48,17_50,IDENTIFIER,f,f,17_____10.0,,ADD,IDENTIFIER_10.0: f,variable f 
49,17_51,FIELD_IDENTIFIER,,flag_names,17_____10.0,,ADD,FIELD_IDENTIFIER_10.0: flag_names,variable  
50,17_52,IDENTIFIER,i,i,17_____10.0,,ADD,IDENTIFIER_10.0: i,variable i 
51,17_53,LITERAL,,"""[reserved]""",17_____10.0,,ADD,"LITERAL_10.0: ""[reserved]""",literal  
52,17_54,IDENTIFIER,mask,mask,17_____10.0,,ADD,IDENTIFIER_10.0: mask,variable mask 
53,17_55,CONTROL_STRUCTURE,,break;,17_____11.0,BREAK,ADD,CONTROL_STRUCTURE_11.0: break;,CtrlStruct 
54,17_56,RETURN,,return 0;,17_____13.0,,ADD,RETURN_13.0: return 0;,return return 0  
55,17_57,LITERAL,,0,17_____13.0,,ADD,LITERAL_13.0: 0,literal  
56,17_58,METHOD_RETURN,,int,17_____1.0,,ADD,METHOD_RETURN_1.0: int,return int 
128,17_133,METHOD_PARAMETER_OUT,f,struct model_features_t *f,17_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: struct model_features_t *f,variable f 
129,17_134,METHOD_PARAMETER_OUT,mask,uint32_t mask,17_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: uint32_t mask,variable mask 
2,18_4,TYPE_DECL,<global>,<global>,18_____1.0,,ADD,TYPE_DECL_1.0: <global>,type <global> 
3,18_5,METHOD,<global>,<global>,18_____1.0,,ADD,METHOD_1.0: <global>,
5,18_7,METHOD,cpu_x86_fill_model_id,int cpu_x86_fill_model_id (char *str),18_____1.0,,ADD,METHOD_1.0: int cpu_x86_fill_model_id (char *str),methodDecl cpu_x86_fill_model_id 
6,18_8,METHOD_PARAMETER_IN,str,char *str,18_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: char *str,variable str 
8,18_10,LOCAL,eax,uint32_t eax,18_____3.0,,ADD,LOCAL_3.0: uint32_t eax,variable eax 
9,18_11,LOCAL,ebx,uint32_t ebx,18_____3.0,,ADD,LOCAL_3.0: uint32_t ebx,variable ebx 
10,18_12,LOCAL,ecx,uint32_t ecx,18_____3.0,,ADD,LOCAL_3.0: uint32_t ecx,variable ecx 
11,18_13,LOCAL,edx,uint32_t edx,18_____3.0,,ADD,LOCAL_3.0: uint32_t edx,variable edx 
12,18_14,CALL,<operator>.assignment,eax = 0,18_____3.0,,ADD,CALL_3.0: eax = 0,assignment 
13,18_15,IDENTIFIER,eax,eax,18_____3.0,,ADD,IDENTIFIER_3.0: eax,variable eax 
14,18_16,LITERAL,,0,18_____3.0,,ADD,LITERAL_3.0: 0,literal  
15,18_17,CALL,<operator>.assignment,ebx = 0,18_____3.0,,ADD,CALL_3.0: ebx = 0,assignment 
16,18_18,IDENTIFIER,ebx,ebx,18_____3.0,,ADD,IDENTIFIER_3.0: ebx,variable ebx 
17,18_19,LITERAL,,0,18_____3.0,,ADD,LITERAL_3.0: 0,literal  
18,18_20,CALL,<operator>.assignment,ecx = 0,18_____3.0,,ADD,CALL_3.0: ecx = 0,assignment 
19,18_21,IDENTIFIER,ecx,ecx,18_____3.0,,ADD,IDENTIFIER_3.0: ecx,variable ecx 
20,18_22,LITERAL,,0,18_____3.0,,ADD,LITERAL_3.0: 0,literal  
21,18_23,CALL,<operator>.assignment,edx = 0,18_____3.0,,ADD,CALL_3.0: edx = 0,assignment 
22,18_24,IDENTIFIER,edx,edx,18_____3.0,,ADD,IDENTIFIER_3.0: edx,variable edx 
23,18_25,LITERAL,,0,18_____3.0,,ADD,LITERAL_3.0: 0,literal  
24,18_26,LOCAL,i,int i,18_____4.0,,ADD,LOCAL_4.0: int i,variable i 
25,18_27,CONTROL_STRUCTURE,,for (i = 0;i < 3;i++),18_____6.0,FOR,ADD,CONTROL_STRUCTURE_6.0: for (i = 0;i < 3;i++),forStmt 
27,18_29,CALL,<operator>.assignment,i = 0,18_____6.0,,ADD,CALL_6.0: i = 0,assignment 
28,18_30,IDENTIFIER,i,i,18_____6.0,,ADD,IDENTIFIER_6.0: i,variable i 
29,18_31,LITERAL,,0,18_____6.0,,ADD,LITERAL_6.0: 0,literal  
30,18_32,CALL,<operator>.lessThan,i < 3,18_____6.0,,ADD,CALL_6.0: i < 3,lessThan 
31,18_33,IDENTIFIER,i,i,18_____6.0,,ADD,IDENTIFIER_6.0: i,variable i 
32,18_34,LITERAL,,3,18_____6.0,,ADD,LITERAL_6.0: 3,literal  
33,18_35,CALL,<operator>.postIncrement,i++,18_____6.0,,ADD,CALL_6.0: i++,postIncrement 
34,18_36,IDENTIFIER,i,i,18_____6.0,,ADD,IDENTIFIER_6.0: i,variable i 
36,18_38,CALL,host_cpuid,"host_cpuid(0x80000002 + i, 0, &eax, &ebx, &ecx, &edx)",18_____7.0,,ADD,"CALL_7.0: host_cpuid(0x80000002 + i, 0, &eax, &ebx, &ecx, &edx)",funcCall host_cpuid 
37,18_39,CALL,<operator>.addition,0x80000002 + i,18_____7.0,,ADD,CALL_7.0: 0x80000002 + i,addition 
38,18_40,LITERAL,,0x80000002,18_____7.0,,ADD,LITERAL_7.0: 0x80000002,literal  
39,18_41,IDENTIFIER,i,i,18_____7.0,,ADD,IDENTIFIER_7.0: i,variable i 
40,18_42,LITERAL,,0,18_____7.0,,ADD,LITERAL_7.0: 0,literal  
41,18_43,CALL,<operator>.addressOf,&eax,18_____7.0,,ADD,CALL_7.0: &eax,addressOf 
42,18_44,IDENTIFIER,eax,eax,18_____7.0,,ADD,IDENTIFIER_7.0: eax,variable eax 
43,18_45,CALL,<operator>.addressOf,&ebx,18_____7.0,,ADD,CALL_7.0: &ebx,addressOf 
44,18_46,IDENTIFIER,ebx,ebx,18_____7.0,,ADD,IDENTIFIER_7.0: ebx,variable ebx 
45,18_47,CALL,<operator>.addressOf,&ecx,18_____7.0,,ADD,CALL_7.0: &ecx,addressOf 
46,18_48,IDENTIFIER,ecx,ecx,18_____7.0,,ADD,IDENTIFIER_7.0: ecx,variable ecx 
47,18_49,CALL,<operator>.addressOf,&edx,18_____7.0,,ADD,CALL_7.0: &edx,addressOf 
48,18_50,IDENTIFIER,edx,edx,18_____7.0,,ADD,IDENTIFIER_7.0: edx,variable edx 
49,18_51,CALL,memcpy,"memcpy(str + i * 16 +  0, &eax, 4)",18_____8.0,,ADD,"CALL_8.0: memcpy(str + i * 16 +  0, &eax, 4)",funcCall memcpy 
50,18_52,CALL,<operator>.addition,str + i * 16 +  0,18_____8.0,,ADD,CALL_8.0: str + i * 16 +  0,addition 
51,18_53,CALL,<operator>.addition,str + i * 16,18_____8.0,,ADD,CALL_8.0: str + i * 16,addition 
52,18_54,IDENTIFIER,str,str,18_____8.0,,ADD,IDENTIFIER_8.0: str,variable str 
53,18_55,CALL,<operator>.multiplication,i * 16,18_____8.0,,ADD,CALL_8.0: i * 16,multiplication 
54,18_56,IDENTIFIER,i,i,18_____8.0,,ADD,IDENTIFIER_8.0: i,variable i 
55,18_57,LITERAL,,16,18_____8.0,,ADD,LITERAL_8.0: 16,literal  
56,18_58,LITERAL,,0,18_____8.0,,ADD,LITERAL_8.0: 0,literal  
57,18_59,CALL,<operator>.addressOf,&eax,18_____8.0,,ADD,CALL_8.0: &eax,addressOf 
58,18_60,IDENTIFIER,eax,eax,18_____8.0,,ADD,IDENTIFIER_8.0: eax,variable eax 
59,18_61,LITERAL,,4,18_____8.0,,ADD,LITERAL_8.0: 4,literal  
60,18_62,CALL,memcpy,"memcpy(str + i * 16 +  4, &ebx, 4)",18_____9.0,,ADD,"CALL_9.0: memcpy(str + i * 16 +  4, &ebx, 4)",funcCall memcpy 
61,18_63,CALL,<operator>.addition,str + i * 16 +  4,18_____9.0,,ADD,CALL_9.0: str + i * 16 +  4,addition 
62,18_64,CALL,<operator>.addition,str + i * 16,18_____9.0,,ADD,CALL_9.0: str + i * 16,addition 
63,18_65,IDENTIFIER,str,str,18_____9.0,,ADD,IDENTIFIER_9.0: str,variable str 
64,18_66,CALL,<operator>.multiplication,i * 16,18_____9.0,,ADD,CALL_9.0: i * 16,multiplication 
65,18_67,IDENTIFIER,i,i,18_____9.0,,ADD,IDENTIFIER_9.0: i,variable i 
66,18_68,LITERAL,,16,18_____9.0,,ADD,LITERAL_9.0: 16,literal  
67,18_69,LITERAL,,4,18_____9.0,,ADD,LITERAL_9.0: 4,literal  
68,18_70,CALL,<operator>.addressOf,&ebx,18_____9.0,,ADD,CALL_9.0: &ebx,addressOf 
69,18_71,IDENTIFIER,ebx,ebx,18_____9.0,,ADD,IDENTIFIER_9.0: ebx,variable ebx 
70,18_72,LITERAL,,4,18_____9.0,,ADD,LITERAL_9.0: 4,literal  
71,18_73,CALL,memcpy,"memcpy(str + i * 16 +  8, &ecx, 4)",18_____10.0,,ADD,"CALL_10.0: memcpy(str + i * 16 +  8, &ecx, 4)",funcCall memcpy 
72,18_74,CALL,<operator>.addition,str + i * 16 +  8,18_____10.0,,ADD,CALL_10.0: str + i * 16 +  8,addition 
73,18_75,CALL,<operator>.addition,str + i * 16,18_____10.0,,ADD,CALL_10.0: str + i * 16,addition 
74,18_76,IDENTIFIER,str,str,18_____10.0,,ADD,IDENTIFIER_10.0: str,variable str 
75,18_77,CALL,<operator>.multiplication,i * 16,18_____10.0,,ADD,CALL_10.0: i * 16,multiplication 
76,18_78,IDENTIFIER,i,i,18_____10.0,,ADD,IDENTIFIER_10.0: i,variable i 
77,18_79,LITERAL,,16,18_____10.0,,ADD,LITERAL_10.0: 16,literal  
78,18_80,LITERAL,,8,18_____10.0,,ADD,LITERAL_10.0: 8,literal  
79,18_81,CALL,<operator>.addressOf,&ecx,18_____10.0,,ADD,CALL_10.0: &ecx,addressOf 
80,18_82,IDENTIFIER,ecx,ecx,18_____10.0,,ADD,IDENTIFIER_10.0: ecx,variable ecx 
81,18_83,LITERAL,,4,18_____10.0,,ADD,LITERAL_10.0: 4,literal  
82,18_84,CALL,memcpy,"memcpy(str + i * 16 + 12, &edx, 4)",18_____11.0,,ADD,"CALL_11.0: memcpy(str + i * 16 + 12, &edx, 4)",funcCall memcpy 
83,18_85,CALL,<operator>.addition,str + i * 16 + 12,18_____11.0,,ADD,CALL_11.0: str + i * 16 + 12,addition 
84,18_86,CALL,<operator>.addition,str + i * 16,18_____11.0,,ADD,CALL_11.0: str + i * 16,addition 
85,18_87,IDENTIFIER,str,str,18_____11.0,,ADD,IDENTIFIER_11.0: str,variable str 
86,18_88,CALL,<operator>.multiplication,i * 16,18_____11.0,,ADD,CALL_11.0: i * 16,multiplication 
87,18_89,IDENTIFIER,i,i,18_____11.0,,ADD,IDENTIFIER_11.0: i,variable i 
88,18_90,LITERAL,,16,18_____11.0,,ADD,LITERAL_11.0: 16,literal  
89,18_91,LITERAL,,12,18_____11.0,,ADD,LITERAL_11.0: 12,literal  
90,18_92,CALL,<operator>.addressOf,&edx,18_____11.0,,ADD,CALL_11.0: &edx,addressOf 
91,18_93,IDENTIFIER,edx,edx,18_____11.0,,ADD,IDENTIFIER_11.0: edx,variable edx 
92,18_94,LITERAL,,4,18_____11.0,,ADD,LITERAL_11.0: 4,literal  
93,18_95,RETURN,,return 0;,18_____13.0,,ADD,RETURN_13.0: return 0;,return return 0  
94,18_96,LITERAL,,0,18_____13.0,,ADD,LITERAL_13.0: 0,literal  
95,18_97,METHOD_RETURN,,int,18_____1.0,,ADD,METHOD_RETURN_1.0: int,return int 
152,18_157,METHOD_PARAMETER_OUT,str,char *str,18_____1.0,,ADD,METHOD_PARAMETER_OUT_1.0: char *str,variable str 
2,19_4,TYPE_DECL,<global>,<global>,19_____1.0,,ADD,TYPE_DECL_1.0: <global>,type <global> 
3,19_5,METHOD,<global>,<global>,19_____1.0,,ADD,METHOD_1.0: <global>,
5,19_7,METHOD,x86_cpu_list,"void x86_cpu_list (FILE *f,int (*cpu_fprintf)(FILE *f, const char *fmt, ...),const char *optarg)",19_____1.0,,ADD,"METHOD_1.0: void x86_cpu_list (FILE *f,int (*cpu_fprintf)(FILE *f, const char *fmt, ...),const char *optarg)",methodDecl x86_cpu_list 
6,19_8,METHOD_PARAMETER_IN,f,FILE *f,19_____1.0,,ADD,METHOD_PARAMETER_IN_1.0: FILE *f,variable f 
7,19_9,METHOD_PARAMETER_IN,,"int (*cpu_fprintf)(FILE *f, const char *fmt, ...)",19_____1.0,,ADD,"METHOD_PARAMETER_IN_1.0: int (*cpu_fprintf)(FILE *f, const char *fmt, ...)",variable  
8,19_10,METHOD_PARAMETER_IN,optarg,const char *optarg,19_____2.0,,ADD,METHOD_PARAMETER_IN_2.0: const char *optarg,variable optarg 
10,19_12,LOCAL,model,unsigned char model,19_____4.0,,ADD,LOCAL_4.0: unsigned char model,variable model 
11,19_13,CALL,<operator>.assignment,"model = !strcmp(""?model"", optarg)",19_____4.0,,ADD,"CALL_4.0: model = !strcmp(""?model"", optarg)",assignment 
12,19_14,IDENTIFIER,model,model,19_____4.0,,ADD,IDENTIFIER_4.0: model,variable model 
13,19_15,CALL,<operator>.logicalNot,"!strcmp(""?model"", optarg)",19_____4.0,,ADD,"CALL_4.0: !strcmp(""?model"", optarg)",logicalNot 
14,19_16,CALL,strcmp,"strcmp(""?model"", optarg)",19_____4.0,,ADD,"CALL_4.0: strcmp(""?model"", optarg)",funcCall strcmp 
15,19_17,LITERAL,,"""?model""",19_____4.0,,ADD,"LITERAL_4.0: ""?model""",literal  
16,19_18,IDENTIFIER,optarg,optarg,19_____4.0,,ADD,IDENTIFIER_4.0: optarg,variable optarg 
17,19_19,LOCAL,dump,unsigned char dump,19_____5.0,,ADD,LOCAL_5.0: unsigned char dump,variable dump 
18,19_20,CALL,<operator>.assignment,"dump = !strcmp(""?dump"", optarg)",19_____5.0,,ADD,"CALL_5.0: dump = !strcmp(""?dump"", optarg)",assignment 
19,19_21,IDENTIFIER,dump,dump,19_____5.0,,ADD,IDENTIFIER_5.0: dump,variable dump 
20,19_22,CALL,<operator>.logicalNot,"!strcmp(""?dump"", optarg)",19_____5.0,,ADD,"CALL_5.0: !strcmp(""?dump"", optarg)",logicalNot 
21,19_23,CALL,strcmp,"strcmp(""?dump"", optarg)",19_____5.0,,ADD,"CALL_5.0: strcmp(""?dump"", optarg)",funcCall strcmp 
22,19_24,LITERAL,,"""?dump""",19_____5.0,,ADD,"LITERAL_5.0: ""?dump""",literal  
23,19_25,IDENTIFIER,optarg,optarg,19_____5.0,,ADD,IDENTIFIER_5.0: optarg,variable optarg 
24,19_26,LOCAL,cpuid,unsigned char cpuid,19_____6.0,,ADD,LOCAL_6.0: unsigned char cpuid,variable cpuid 
25,19_27,CALL,<operator>.assignment,"cpuid = !strcmp(""?cpuid"", optarg)",19_____6.0,,ADD,"CALL_6.0: cpuid = !strcmp(""?cpuid"", optarg)",assignment 
26,19_28,IDENTIFIER,cpuid,cpuid,19_____6.0,,ADD,IDENTIFIER_6.0: cpuid,variable cpuid 
27,19_29,CALL,<operator>.logicalNot,"!strcmp(""?cpuid"", optarg)",19_____6.0,,ADD,"CALL_6.0: !strcmp(""?cpuid"", optarg)",logicalNot 
28,19_30,CALL,strcmp,"strcmp(""?cpuid"", optarg)",19_____6.0,,ADD,"CALL_6.0: strcmp(""?cpuid"", optarg)",funcCall strcmp 
29,19_31,LITERAL,,"""?cpuid""",19_____6.0,,ADD,"LITERAL_6.0: ""?cpuid""",literal  
30,19_32,IDENTIFIER,optarg,optarg,19_____6.0,,ADD,IDENTIFIER_6.0: optarg,variable optarg 
31,19_33,LOCAL,def,x86_def_t* def,19_____7.0,,ADD,LOCAL_7.0: x86_def_t* def,variable def 
32,19_34,LOCAL,buf,char[256] buf,19_____8.0,,ADD,LOCAL_8.0: char[256] buf,variable buf 
33,19_35,CONTROL_STRUCTURE,,if (cpuid),19_____10.0,IF,ADD,CONTROL_STRUCTURE_10.0: if (cpuid),ifStmt 
34,19_36,IDENTIFIER,cpuid,cpuid,19_____10.0,,ADD,IDENTIFIER_10.0: cpuid,variable cpuid 
36,19_38,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""Recognized CPUID flags:\n"")",19_____11.0,,ADD,"CALL_11.0: (*cpu_fprintf)(f, ""Recognized CPUID flags:\n"")",funcCall *cpu_fprintf 
37,19_39,CALL,<operator>.indirection,*cpu_fprintf,19_____11.0,,ADD,CALL_11.0: *cpu_fprintf,indirection 
38,19_40,IDENTIFIER,cpu_fprintf,cpu_fprintf,19_____11.0,,ADD,IDENTIFIER_11.0: cpu_fprintf,variable cpu_fprintf 
39,19_41,IDENTIFIER,f,f,19_____11.0,,ADD,IDENTIFIER_11.0: f,variable f 
40,19_42,LITERAL,,"""Recognized CPUID flags:\n""",19_____11.0,,ADD,"LITERAL_11.0: ""Recognized CPUID flags:\n""",literal  
41,19_43,CALL,listflags,"listflags(buf, sizeof (buf), (uint32_t)~0, feature_name, 1)",19_____12.0,,ADD,"CALL_12.0: listflags(buf, sizeof (buf), (uint32_t)~0, feature_name, 1)",funcCall listflags 
42,19_44,IDENTIFIER,buf,buf,19_____12.0,,ADD,IDENTIFIER_12.0: buf,variable buf 
43,19_45,CALL,<operator>.sizeOf,sizeof (buf),19_____12.0,,ADD,CALL_12.0: sizeof (buf),sizeOf 
44,19_46,IDENTIFIER,buf,buf,19_____12.0,,ADD,IDENTIFIER_12.0: buf,variable buf 
45,19_47,CALL,<operator>.cast,(uint32_t)~0,19_____12.0,,ADD,CALL_12.0: (uint32_t)~0,cast 
46,19_48,UNKNOWN,,uint32_t,19_____12.0,,ADD,UNKNOWN_12.0: uint32_t,uint32 t 
47,19_49,CALL,<operator>.not,~0,19_____12.0,,ADD,CALL_12.0: ~0,not 
48,19_50,LITERAL,,0,19_____12.0,,ADD,LITERAL_12.0: 0,literal  
49,19_51,IDENTIFIER,feature_name,feature_name,19_____12.0,,ADD,IDENTIFIER_12.0: feature_name,variable feature_name 
50,19_52,LITERAL,,1,19_____12.0,,ADD,LITERAL_12.0: 1,literal  
51,19_53,CALL,*cpu_fprintf,"(*cpu_fprintf)(f, ""  f_edx: %s\n"", buf)",19_____13.0,,ADD,"CALL_13.0: (*cpu_fprintf)(f, ""  f_edx: %s\n"", buf)",funcCall *cpu_fprintf 
52,19_54,CALL,<operator>.indirection,*cpu_fprintf,19_____13.0,,ADD,CALL_13.0: *cpu_fprintf,indirection 
53,19_55,IDENTIFIER,cpu_fprintf,cpu_fprintf,19_____13.0,,ADD,IDENTIFIER_13.0: cpu_fprintf,variable cpu_fprintf 
54,19_56,IDENTIFIER,f,f,19_____13.0,,ADD,IDENTIFIER_13.0: f,variable f 
55,19_57,LITERAL,,"""  f_edx: %s\n""",19_____13.0,,ADD,"LITERAL_13.0: ""  f_edx: %s\n""",literal  
56,19_58,IDENTIFIER,buf,buf,19_____13.0,,ADD,IDENTIFIER_13.0: buf,variable buf 
57,19_59,CALL,listflags,"listflags(buf, sizeof (buf), (uint32_t)~0, ext_feature_name, 1)",19_____14.0,,ADD,"CALL_14.0: listflags(buf, sizeof (buf), (uint32_t)~0, ext_feature_name, 1)",funcCall listflags 
58,19_60,IDENTIFIER,buf,buf,19_____14.0,,ADD,IDENTIFIER_14.0: buf,variable buf 
59,19_61,CALL,<operator>.sizeOf,sizeof (buf),19_____14.0,,ADD,CALL_14.0: sizeof (buf),sizeOf 
60,19_62,IDENTIFIER,buf,buf,19_____14.0,,ADD,IDENTIFIER_14.0: buf,variable buf 
61,19_63,CALL,<operator>.cast,(uint32_t)~0,19_____14.0,,ADD,CALL_14.0: (uint32_t)~0,cast 
62,19_64,UNKNOWN,,uint32_t,19_____14.0,,ADD,UNKNOWN_14.0: uint32_t,uint32 t 
63,19_65,CALL,<operator>.not,~0,19_____14.0,,ADD,CALL_14.0: ~0,not 
64,19_66,LITERAL,,0,19_____14.0,,ADD,LITERAL_14.0: 0,literal  
65,19_67,IDENTIFIER,ext_feature_name,ext_feature_name,19_____14.0,,ADD,IDENTIFIER_14.0: ext_feature_name,variable ext_feature_name 
66,19_68,LITERAL,,1,19_____14.0,,ADD,LITERAL_14.0: 1,literal  
